zenodo_deposition_id,country,title,doi,url,citation
10796649,Aruba,Infrastructure Climate Resilience Assessment Data Starter Kit for Aruba,10.5281/zenodo.10796649,https://zenodo.org/records/10796649,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2024). Infrastructure Climate Resilience Assessment Data Starter Kit for Aruba (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10796649"
10796759,Antigua,Infrastructure Climate Resilience Assessment Data Starter Kit for Antigua,10.5281/zenodo.10796759,https://zenodo.org/records/10796759,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2024). Infrastructure Climate Resilience Assessment Data Starter Kit for Antigua (0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.10796759"
16539786,Barbuda,Infrastructure Climate Resilience Assessment Data Starter Kit for Barbuda,10.5281/zenodo.16539786,https://zenodo.org/records/16539786,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Barbuda (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16539786"
16540004,Afghanistan,Infrastructure Climate Resilience Assessment Data Starter Kit for Afghanistan,10.5281/zenodo.16540004,https://zenodo.org/records/16540004,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Afghanistan (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16540004"
16540118,Angola,Infrastructure Climate Resilience Assessment Data Starter Kit for Angola,10.5281/zenodo.16540118,https://zenodo.org/records/16540118,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Angola (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16540118"
16539735,Anguilla,Infrastructure Climate Resilience Assessment Data Starter Kit for Anguilla,10.5281/zenodo.16539735,https://zenodo.org/records/16539735,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Anguilla (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16539735"
16539702,Albania,Infrastructure Climate Resilience Assessment Data Starter Kit for Albania,10.5281/zenodo.16539702,https://zenodo.org/records/16539702,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Albania (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16539702"
16540009,Andorra,Infrastructure Climate Resilience Assessment Data Starter Kit for Andorra,10.5281/zenodo.16540009,https://zenodo.org/records/16540009,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Andorra (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16540009"
16539701,United Arab Emirates,Infrastructure Climate Resilience Assessment Data Starter Kit for United Arab Emirates,10.5281/zenodo.16539701,https://zenodo.org/records/16539701,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for United Arab Emirates (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16539701"
16540149,Argentina,Infrastructure Climate Resilience Assessment Data Starter Kit for Argentina,10.5281/zenodo.16540149,https://zenodo.org/records/16540149,"Russell, T., Jaramillo, D., Nicholas, C., Thomas, F., Pant, R., & Hall, J. W. (2025). Infrastructure Climate Resilience Assessment Data Starter Kit for Argentina (0.2.1) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16540149"
